donor_id,blood_type,city,state,latitude,longitude,last_donation_days_ago,contact
D12_006,O+,Chittoor,Andhra Pradesh,13.171727570098323,79.0557816020239,62,+918254717325
D12_007,AB-,Chittoor,Andhra Pradesh,13.177434764678777,79.05155554033755,62,+918221228113
D12_008,AB-,Chittoor,Andhra Pradesh,13.2112228798136,79.068765367039,150,+917220661337
D12_009,AB-,Chittoor,Andhra Pradesh,13.178584714072493,79.0568633435114,94,+919112035409
D12_010,A+,Chittoor,Andhra Pradesh,13.182348700695096,79.13144320762751,48,+918304963614
D12_011,B-,Chittoor,Andhra Pradesh,13.179021156221147,79.12677334453262,51,+919604114475
D12_012,AB+,Chittoor,Andhra Pradesh,13.212227446488876,79.09460110040193,87,+919527696207
D13_000,A+,Chittoor,Andhra Pradesh,13.227943091224512,79.12477293054845,108,+917892442253
D13_001,O+,Chittoor,Andhra Pradesh,13.233022813719202,79.06646970933808,84,+917746523513
D13_002,A-,Chittoor,Andhra Pradesh,13.182633261544312,79.091615757266,171,+919960826470
D13_003,O+,Chittoor,Andhra Pradesh,13.170243985538091,79.07957448895937,150,+918214266162
D13_004,A-,Chittoor,Andhra Pradesh,13.235718492007123,79.14315510444825,146,+919684603688
D13_005,B-,Chittoor,Andhra Pradesh,13.20949389661042,79.10522023787105,180,+919781569954
D13_006,O+,Chittoor,Andhra Pradesh,13.249643115965005,79.05790498368557,68,+917712632936
D13_007,O+,Chittoor,Andhra Pradesh,13.210895344867373,79.09763379702761,108,+918306061701
D13_008,O+,Chittoor,Andhra Pradesh,13.217027217711792,79.10014352193451,133,+917345495128
D13_009,AB+,Chittoor,Andhra Pradesh,13.24043339232856,79.1111353640946,40,+917111088881
D13_010,B-,Chittoor,Andhra Pradesh,13.263171110219282,79.13435986139062,53,+919470461357
D14_000,O+,Kuppam,Andhra Pradesh,12.798847698460275,78.39020790041717,35,+917752438459
D14_001,AB-,Kuppam,Andhra Pradesh,12.832830278792677,78.3320459147223,150,+919513971584
D14_002,AB-,Kuppam,Andhra Pradesh,12.83812852360657,78.36089803949604,141,+918753841726
D14_003,O-,Kuppam,Andhra Pradesh,12.80823635095212,78.39967030944003,115,+918416495962
D14_004,AB-,Kuppam,Andhra Pradesh,12.770044779536146,78.40841635395631,135,+919362646960
D14_005,AB-,Kuppam,Andhra Pradesh,12.750028979277579,78.33913688509422,39,+917497879474
D14_006,A+,Kuppam,Andhra Pradesh,12.806989038648313,78.36815635943572,133,+918774884818
D14_007,B-,Kuppam,Andhra Pradesh,12.793066939246073,78.37616038726017,43,+919141011556
D14_008,A+,Kuppam,Andhra Pradesh,12.761578823835027,78.36881896390852,143,+918237075775
D14_009,AB-,Kuppam,Andhra Pradesh,12.753365608336262,78.41121168158216,142,+919615083895
D14_010,B+,Kuppam,Andhra Pradesh,12.772298013839334,78.3152644464466,91,+918752306681
D14_011,B-,Kuppam,Andhra Pradesh,12.840448713939523,78.40518998784842,53,+918981903597
D14_012,B+,Kuppam,Andhra Pradesh,12.79106055047072,78.38555733259918,60,+919185588660
D14_013,AB+,Kuppam,Andhra Pradesh,12.82469539455767,78.41192146326033,99,+918046816259
D15_000,B+,Madanapalli,Andhra Pradesh,13.205534601324715,79.14251581499316,171,+919182878006
D15_001,A-,Madanapalli,Andhra Pradesh,13.194800740282204,79.12932961820032,64,+918782164134
D15_002,O+,Madanapalli,Andhra Pradesh,13.249230947318559,79.07861289832829,117,+918282287615
D15_003,AB-,Madanapalli,Andhra Pradesh,13.253702059470024,79.09498373930433,180,+919080230418
D15_004,O-,Madanapalli,Andhra Pradesh,13.222367741707082,79.10467200629587,118,+918955690228
D15_005,B-,Madanapalli,Andhra Pradesh,13.26525346313326,79.07420955441663,112,+918644847276
D15_006,AB+,Madanapalli,Andhra Pradesh,13.171540729909731,79.12479951515652,89,+918637375316
D15_007,B+,Madanapalli,Andhra Pradesh,13.216708864961642,79.05403096113456,128,+919157324056
D15_008,A-,Madanapalli,Andhra Pradesh,13.254595037405432,79.09435962097707,114,+919258942692
D15_009,A+,Madanapalli,Andhra Pradesh,13.239420382757064,79.09132686197464,146,+919812264367
D15_010,A-,Madanapalli,Andhra Pradesh,13.214125060098473,79.14724936305743,69,+918454109425
D15_011,A-,Madanapalli,Andhra Pradesh,13.25235252923507,79.13556313365659,131,+919291890389
D16_000,AB-,Madnapalli,Andhra Pradesh,13.594165301739853,78.45443990998376,111,+917293864877
D16_001,O+,Madnapalli,Andhra Pradesh,13.60666959229562,78.52552663667379,90,+918863893256
D16_002,A-,Madnapalli,Andhra Pradesh,13.551294855166171,78.52025011627933,55,+917124327519
D16_003,O-,Madnapalli,Andhra Pradesh,13.58654134651622,78.48018677759651,41,+918609930218
D16_004,B+,Madnapalli,Andhra Pradesh,13.531346743218396,78.49205517489756,140,+919928310291
D16_005,B+,Madnapalli,Andhra Pradesh,13.524433935506291,78.51179917868885,76,+918643015259
D16_006,AB-,Madnapalli,Andhra Pradesh,13.598209901602356,78.46516177201285,91,+918980623803
D16_007,AB-,Madnapalli,Andhra Pradesh,13.532459670815916,78.45178974314548,95,+918998247509
D16_008,B+,Madnapalli,Andhra Pradesh,13.514313190028288,78.54537356349347,103,+919523601252
D16_009,AB+,Madnapalli,Andhra Pradesh,13.575958351246014,78.49653358126677,106,+918297602688
D16_010,AB+,Madnapalli,Andhra Pradesh,13.592260545866019,78.46151532674223,80,+918637947177
D17_000,O+,Tirumala,Andhra Pradesh,13.726561204362689,79.32822307538832,121,+919827075539
D17_001,O+,Tirumala,Andhra Pradesh,13.628101796576148,79.38520673976971,131,+917210643427
D17_002,O+,Tirumala,Andhra Pradesh,13.704866097960338,79.32171183909703,157,+918513206988
D17_003,B-,Tirumala,Andhra Pradesh,13.68938111631303,79.36647644586233,86,+919831163141
D17_004,A-,Tirumala,Andhra Pradesh,13.717632370407296,79.36333406088904,65,+918326856608
D17_005,A+,Tirumala,Andhra Pradesh,13.68524938053684,79.37193597679392,142,+917387119894
D17_006,O-,Tirumala,Andhra Pradesh,13.702040086493836,79.31626400704442,105,+917567622001
D17_007,O-,Tirumala,Andhra Pradesh,13.680377237370278,79.39004869744817,168,+917706712922
D17_008,AB-,Tirumala,Andhra Pradesh,13.72403040761668,79.32821414491724,95,+918454770940
D17_009,AB-,Tirumala,Andhra Pradesh,13.723581329286887,79.31277570150058,59,+917969007714
D17_010,O-,Tirumala,Andhra Pradesh,13.636322287556858,79.33815745603286,131,+918135840948
D17_011,A-,Tirumala,Andhra Pradesh,13.672770602773387,79.36598283818736,167,+919887681752
D17_012,AB+,Tirumala,Andhra Pradesh,13.709533730122677,79.39272918917796,97,+917465342967
D17_013,AB-,Tirumala,Andhra Pradesh,13.629794464964649,79.38712348452148,89,+919411226340
D18_000,A-,Tirupati,Andhra Pradesh,13.657922392237793,79.40342975363227,86,+918297896903
D18_001,A-,Tirupati,Andhra Pradesh,13.608359701250722,79.4516291532882,134,+918307235909
D18_002,A-,Tirupati,Andhra Pradesh,13.604101199862182,79.44572893085285,156,+917582672654
D18_003,AB-,Tirupati,Andhra Pradesh,13.63148315154869,79.4519410768412,129,+919991375951
D18_004,AB+,Tirupati,Andhra Pradesh,13.653116034554861,79.42966291505573,168,+918781915481
D18_005,AB-,Tirupati,Andhra Pradesh,13.655947221405116,79.45090830657136,55,+918201474778
D18_006,O-,Tirupati,Andhra Pradesh,13.616108968469756,79.40147258597791,38,+918014096062
D18_007,A-,Tirupati,Andhra Pradesh,13.692474771832407,79.39373649584972,122,+919769510048
D18_008,A+,Tirupati,Andhra Pradesh,13.634195964274438,79.37598385621611,121,+917524671997
D18_009,A-,Tirupati,Andhra Pradesh,13.660658873806199,79.42117344672333,146,+919564722363
D19_000,O-,Tirupati,Andhra Pradesh,13.612290889716402,79.36650938853082,42,+919424843951
D19_001,A-,Tirupati,Andhra Pradesh,13.670915783721712,79.40933777884612,82,+919518496186
D19_002,B-,Tirupati,Andhra Pradesh,13.620789955343223,79.36867241799415,85,+919559721644
D19_003,O+,Tirupati,Andhra Pradesh,13.673774612638017,79.36838579803205,30,+917558311957
D19_004,O+,Tirupati,Andhra Pradesh,13.667785382355762,79.36490963478894,168,+917110724913
D20_000,O-,Tirupati,Andhra Pradesh,13.668416466423475,79.38316516060905,33,+918390587865
D20_001,B+,Tirupati,Andhra Pradesh,13.615954750832497,79.37204785437129,34,+918808011838
D20_002,A-,Tirupati,Andhra Pradesh,13.663984527503398,79.40699659654233,164,+918554945552
D20_003,A-,Tirupati,Andhra Pradesh,13.634618541990875,79.38152697564183,161,+919641863774
D20_004,O+,Tirupati,Andhra Pradesh,13.635222252209767,79.4557746183122,41,+917261243105
D20_005,AB+,Tirupati,Andhra Pradesh,13.632045361927998,79.37016818296793,152,+918905085701
D20_006,A-,Tirupati,Andhra Pradesh,13.621629181974631,79.37420538256605,48,+917541988748
D21_000,O-,Tirupati,Andhra Pradesh,13.630238439881852,79.43080618551993,179,+918266576188
D21_001,AB+,Tirupati,Andhra Pradesh,13.602065846167905,79.4412449418546,146,+919811970742
D21_002,B-,Tirupati,Andhra Pradesh,13.635154994166639,79.45987610219885,171,+918777315761
D21_003,AB-,Tirupati,Andhra Pradesh,13.632021018425696,79.44402825076344,116,+918342384949
D21_004,O-,Tirupati,Andhra Pradesh,13.658658786306031,79.40849710234355,139,+917655579180
D21_005,A-,Tirupati,Andhra Pradesh,13.601270478836605,79.37960343573316,151,+918854895521
D21_006,O-,Tirupati,Andhra Pradesh,13.67332492852774,79.42670407356152,54,+919518848328
D21_007,O-,Tirupati,Andhra Pradesh,13.65914932647323,79.4121478632922,173,+919857615772
D21_008,A+,Tirupati,Andhra Pradesh,13.688987862531148,79.43110800912247,138,+918510308881
D22_000,B-,Amalapuram,Andhra Pradesh,16.552905017585825,82.00664993962044,177,+917464794418
D22_001,O-,Amalapuram,Andhra Pradesh,16.54892053135303,81.9862878212495,119,+917971345904
D22_002,A+,Amalapuram,Andhra Pradesh,16.598331491555307,82.02421412279989,139,+919978436070
D22_003,A+,Amalapuram,Andhra Pradesh,16.555473607196085,82.02870087728657,98,+918327079104
D22_004,O-,Amalapuram,Andhra Pradesh,16.538042578940367,82.04541727065364,116,+919432330583
D22_005,A-,Amalapuram,Andhra Pradesh,16.551619465415126,82.02174820126555,132,+917131671246
D23_000,B-,Amalapuram,Andhra Pradesh,16.579788440570347,82.0193895790673,165,+917676067682
D23_001,O+,Amalapuram,Andhra Pradesh,16.614328596774264,82.05170856199666,124,+919437795758
D23_002,A+,Amalapuram,Andhra Pradesh,16.55772699034045,82.0494685879125,51,+917213728259
D23_003,O+,Amalapuram,Andhra Pradesh,16.58648029743303,82.0164264773113,50,+919607371597
D23_004,AB+,Amalapuram,Andhra Pradesh,16.569485684436476,82.04951931436683,143,+917488842470
D23_005,AB+,Amalapuram,Andhra Pradesh,16.553257977220092,82.04184678929334,118,+919547492192
D24_000,O+,Amalapuram,Andhra Pradesh,16.52990873626044,81.98762733960876,164,+919574081104
D24_001,A+,Amalapuram,Andhra Pradesh,16.545809312435374,82.04263340872266,44,+917589418977
D24_002,O+,Amalapuram,Andhra Pradesh,16.558179235593784,81.94887399065694,95,+918849649210
D24_003,B+,Amalapuram,Andhra Pradesh,16.563387744571525,82.01846812633828,74,+919148610411
D24_004,O-,Amalapuram,Andhra Pradesh,16.532574549659216,82.03427743620226,173,+917181686832
D24_005,A+,Amalapuram,Andhra Pradesh,16.571342425035628,81.95588726118758,141,+918344585158
D24_006,AB+,Amalapuram,Andhra Pradesh,16.582706968088583,82.0190508961569,177,+918793981895
D24_007,A-,Amalapuram,Andhra Pradesh,16.565870230706494,82.04472096910332,104,+917738189691
D24_008,O-,Amalapuram,Andhra Pradesh,16.53417998812979,82.03254943598148,147,+918045036297
D24_009,AB+,Amalapuram,Andhra Pradesh,16.577763254300063,81.98767766968594,141,+918332619083
D24_010,B-,Amalapuram,Andhra Pradesh,16.558673862249314,81.96491427080457,116,+919192509020
D24_011,B-,Amalapuram,Andhra Pradesh,16.615959273158005,81.98303852654725,59,+919772156452
D25_000,A-,Kakinada,Andhra Pradesh,16.92018142182777,82.1972071802824,90,+919587283948
D25_001,A-,Kakinada,Andhra Pradesh,16.923251612894724,82.25476480892476,69,+919122216473
D25_002,AB-,Kakinada,Andhra Pradesh,16.973650347831484,82.2656848156593,148,+919761628889
D25_003,O-,Kakinada,Andhra Pradesh,16.920632740139308,82.18430862584958,112,+918899269162
D25_004,O+,Kakinada,Andhra Pradesh,16.964678975683103,82.21267422226201,107,+917318646463
D25_005,AB-,Kakinada,Andhra Pradesh,16.950728386370066,82.1831690050834,109,+918232986477
D25_006,A-,Kakinada,Andhra Pradesh,16.967037838841556,82.2281867817334,49,+918987331439
D26_000,A+,Kakinada,Andhra Pradesh,16.98403837036509,82.27844659176981,171,+919799620568
D26_001,O-,Kakinada,Andhra Pradesh,16.999565583407005,82.24760173018728,78,+917265745534
D26_002,A-,Kakinada,Andhra Pradesh,17.02016168113226,82.28120271782475,145,+917362190850
D26_003,B+,Kakinada,Andhra Pradesh,16.942979212620067,82.26822717043234,159,+918887302225
D26_004,B+,Kakinada,Andhra Pradesh,16.97545479596857,82.28925867891171,164,+918663941470
D26_005,O-,Kakinada,Andhra Pradesh,17.00695477205596,82.2027015517536,134,+919709637214
D26_006,A-,Kakinada,Andhra Pradesh,16.972034075511772,82.25326132124185,115,+918660280619
D26_007,O+,Kakinada,Andhra Pradesh,17.011438365500247,82.26312140864106,102,+919588580274
D26_008,O-,Kakinada,Andhra Pradesh,16.94721519874479,82.26382621060061,68,+918502468844
D26_009,AB+,Kakinada,Andhra Pradesh,16.951960165827156,82.26834840143711,109,+917363865392
D26_010,AB+,Kakinada,Andhra Pradesh,17.00341432633613,82.23031265542537,109,+917548870021
D26_011,A-,Kakinada,Andhra Pradesh,17.00366748207335,82.23980563663221,164,+918554039848
D26_012,O-,Kakinada,Andhra Pradesh,16.969951607006386,82.29258193135962,34,+918467729242
D26_013,B-,Kakinada,Andhra Pradesh,16.96171930465339,82.21122153531772,154,+917331421524
D27_000,A+,Rajahmundry,Andhra Pradesh,17.03590092373714,81.82927027725427,55,+919654424954
